speaker,island,word,duration
KDN,Rarotonga,vaꞌine,0.03
KDN,Rarotonga,vaꞌine,0.03
KDN,Rarotonga,vaꞌine,0.07
KDN,Rarotonga,vaꞌine,0.03
KDN,Rarotonga,vaꞌine,0.04
TMT,Rarotonga,vaꞌine,0.07
TMT,Rarotonga,vaꞌo,0.09
TMT,Rarotonga,vaꞌo,0.05
KDN,Rarotonga,vaꞌī,0.03
KDN,Rarotonga,vaꞌī,0.03
KDN,Rarotonga,vaꞌīꞌia,0.07
AAN,Rarotonga,veritū,0.03
AAN,Rarotonga,veritūamaroa,0.01
TMT,Rarotonga,verovero,0.03
TMT,Rarotonga,verovero,0.01
TPT,Rarotonga,vila,0.03
TMT,Rarotonga,vitiō,0.05
KDN,Rarotonga,viviki,0.03
KDN,Rarotonga,viviki,0.08
TPT,Rarotonga,viviki,0.03
TPT,Rarotonga,viviki,0.09
TPT,Rarotonga,viviki,0.09
TPT,Rarotonga,viviki,0.03
TPT,Rarotonga,viꞌiviꞌi,0.06
TPT,Rarotonga,viꞌiviꞌi,0.08
TMT,Rarotonga,vora,0.03
TMT,Rarotonga,vorapī,0.05
AAN,Rarotonga,ꞌakarevaꞌia,0.03
AAN,Rarotonga,ꞌakarevaꞌia,0.03
TPT,Rarotonga,ꞌakavā,0.03
TPT,Rarotonga,ꞌakavāꞌanga,0.08
TPT,Rarotonga,ꞌakavāꞌia,0.1
TMT,Rarotonga,ꞌāviri,0.07
